2	9	2	3	0.104723031	0.090235687
4	20	2	1	0.79566511	0.303146011
35	53	1	2	0.665511784	0.395935105
16	84	1	2	0.687233471	0.492657556
21	15	2	3	0.202504901	0.5935897
12	37	1	3	0.974976244	0.643460198
2	15	2	1	0.687691369	0.444981354
14	11	2	1	0.942043632	0.598375306
11	4	2	2	0.459924672	0.996630855
37	85	1	3	0.987601703	0.106295167


